-156	-157	0	0	-156	-156	0	0	-156	0	-156	-156	0	-156	-156	0	-156	0	-157	-157	-156	-156	-156	0	-156	-157	0	0	-157	0	0	0	0	-156	-156	0	0	-156	0	0	0	0	0	-156	0	0	-156	0	-156	0	0	0	0	0	0	-157	-156	0	-156	0	-156	0	-157	-156	0	-156	0	-156	0	-156	0	0	-156	0	-156	0	0	-156	0	-156	-156	-156	-156	0	-157	0	0	-157	-157	0	-156	-157	0	-156	-156	-156	-156	-156	0	0	-157	-157	0	-157	0	-156	-156	0	0	-156	-156	0	-156	-157	-157	0	0	0	-157	-156	-156	0	0	-156	0	-156	-157	0	0	-156	0	0	0	0	-156	0	0	-156	-156	0	0	0	0	0	0	0	-156	0	0	0	0	-156	-157	-157	0	-156	-157	0	-156	-157	0	-156	0	0	-156	-157	0	-156	-156	0	-156	-156	-157	0	0	0	-156	0	-156	-156	0	-156	0	-157	0	0	-157	-157	-156	-156	0	0	0	0	-156	-157	0	0	0	0	-156	-157	-156	-157	0	0	0	-156	-157	0	0	0	0	0	0	0	-157	0	-156	-156	0	0	-156	-156	-156	-157	-157	0	-157	-157	-157	-156	0	0	-156	-156	0	0	0	-156	0	0	0	0	0	0	0	0	-157	-157	0	0	0	0	0	0	0	0	0	0	-156	0	0	-157	-156	-156	0	0	0	-157	-156	0	-156	0	0	-157	-157	0	-156	0	-157	0	0	-157	-156	0	-156	-157	0	-156	0	0	0	-156	0	0	-156	0	-157	0	0	0	-156	0	-156	-156	-157	-157	0	-156	0	-156	0	0	0	-157	0	-157	0	0	-157	0	-156	0	-156	-157	-156	0	0	-157	-156	0	-156	-156	-156	-157	-157	-157	-156	0	0	0	0	-157	-156	0	-157	-156	-156	0	0	-157	-156	-157	0	0	0	0	-156	-156	0	0	-156	0	0	0	-157	-156	-157	0	0	-157	0	0	-156	0	-156	0	-156	-156	-156	-157	-157	0	-156	0	0	0	0	-156	-157	0	0	0	-156	-156	-156	0	0	0	0	-156	0	-157	-157	-157	-157	-156	0	0	-156	0	0	-156	-157	-156	0	-156	-157	0	0	-156	-156	0	0	0	0	-156	0	-156	0	-157	-156	0	-156	-157	-157	-157	-157	0	-156	0	-157	-157	-157	-157	-157	0	-156	0	0	0	0	-157	-157	-157	0	-156	-156	0	0	-156	-156	-156	-157	-156	-156	0	-156	-157	-157	0	-156	0	0	-156	0	0	0	-156	-156	0	0	-157	-156	-156	0	0	0	-156	-156	-156	0	0	-156	0	0	0	-157	0	
-157	-158	0	0	-157	-157	0	0	-157	0	-157	-157	0	-157	-157	0	-157	0	-158	-158	-157	-157	-157	0	-157	-158	0	0	-158	0	0	0	0	-157	-157	0	0	-157	0	0	0	0	0	-157	0	0	-157	0	-157	0	0	0	0	0	0	-158	-157	0	-157	0	-157	0	-158	-157	0	-157	0	-157	0	-157	0	0	-157	0	-157	0	0	-157	0	-157	-157	-157	-157	0	-158	0	0	-158	-158	0	-157	-158	0	-157	-157	-157	-157	-157	0	0	-158	-158	0	-158	0	-157	-157	0	0	-157	-157	0	-157	-158	-158	0	0	0	-158	-157	-157	0	0	-157	0	-157	-158	0	0	-157	0	0	0	0	-157	0	0	-157	-157	0	0	0	0	0	0	0	-157	0	0	0	0	-157	-158	-158	0	-157	-158	0	-157	-158	0	-157	0	0	-157	-158	0	-157	-157	0	-157	-157	-158	0	0	0	-157	0	-157	-157	0	-157	0	-158	0	0	-158	-158	-157	-157	0	0	0	0	-157	-158	0	0	0	0	-157	-158	-157	-158	0	0	0	-157	-158	0	0	0	0	0	0	0	-158	0	-157	-157	0	0	-157	-157	-157	-158	-158	0	-158	-158	-158	-157	0	0	-157	-157	0	0	0	-157	0	0	0	0	0	0	0	0	-158	-158	0	0	0	0	0	0	0	0	0	0	-157	0	0	-158	-157	-157	0	0	0	-158	-157	0	-157	0	0	-158	-158	0	-157	0	-158	0	0	-158	-157	0	-157	-158	0	-157	0	0	0	-157	0	0	-157	0	-158	0	0	0	-157	0	-157	-157	-158	-158	0	-157	0	-157	0	0	0	-158	0	-158	0	0	-158	0	-157	0	-157	-158	-157	0	0	-158	-157	0	-157	-157	-157	-158	-158	-158	-157	0	0	0	0	-158	-157	0	-158	-157	-157	0	0	-158	-157	-158	0	0	0	0	-157	-157	0	0	-157	0	0	0	-158	-157	-158	0	0	-158	0	0	-157	0	-157	0	-157	-157	-157	-158	-158	0	-157	0	0	0	0	-157	-158	0	0	0	-157	-157	-157	0	0	0	0	-157	0	-158	-158	-158	-158	-157	0	0	-157	0	0	-157	-158	-157	0	-157	-158	0	0	-157	-157	0	0	0	0	-157	0	-157	0	-158	-157	0	-157	-158	-158	-158	-158	0	-157	0	-158	-158	-158	-158	-158	0	-157	0	0	0	0	-158	-158	-158	0	-157	-157	0	0	-157	-157	-157	-158	-157	-157	0	-157	-158	-158	0	-157	0	0	-157	0	0	0	-157	-157	0	0	-158	-157	-157	0	0	0	-157	-157	-157	0	0	-157	0	0	0	-158	0	
-158	-159	0	0	-158	-158	0	0	-158	0	-158	-158	0	-158	-158	0	-158	0	-159	-159	-158	-158	-158	0	-158	-159	0	0	-159	0	0	0	0	-158	-158	0	0	-158	0	0	0	0	0	-158	0	0	-158	0	-158	0	0	0	0	0	0	-159	-158	0	-158	0	-158	0	-159	-158	0	-158	0	-158	0	-158	0	0	-158	0	-158	0	0	-158	0	-158	-158	-158	-158	0	-159	0	0	-159	-159	0	-158	-159	0	-158	-158	-158	-158	-158	0	0	-159	-159	0	-159	0	-158	-158	0	0	-158	-158	0	-158	-159	-159	0	0	0	-159	-158	-159	0	0	-158	0	-158	-159	0	0	-158	0	0	0	0	-158	0	0	-158	-158	0	0	0	0	0	0	0	-158	0	0	0	0	-158	-159	-159	0	-158	-159	0	-158	-159	0	-158	0	0	-158	-159	0	-158	-158	0	-158	-159	-159	0	0	0	-158	0	-158	-158	0	-158	0	-159	0	0	-159	-159	-158	-158	0	0	0	0	-158	-159	0	0	0	0	-158	-159	-158	-159	0	0	0	-158	-159	0	0	0	0	0	0	0	-159	0	-158	-158	0	0	-158	-158	-158	-159	-159	0	-159	-159	-159	-158	0	0	-158	-158	0	0	0	-158	0	0	0	0	0	0	0	0	-159	-159	0	0	0	0	0	0	0	0	0	0	-158	0	0	-159	-158	-158	0	0	0	-159	-158	0	-158	0	0	-159	-159	0	-158	0	-159	0	0	-159	-158	0	-158	-159	0	-158	0	0	0	-158	0	0	-158	0	-159	0	0	0	-158	0	-158	-158	-159	-159	0	-158	0	-158	0	0	0	-159	0	-159	0	0	-159	0	-158	0	-158	-159	-158	0	0	-159	-158	0	-158	-158	-158	-159	-159	-159	-158	0	0	0	0	-159	-158	0	-159	-158	-158	0	0	-159	-158	-159	0	0	0	0	-158	-158	0	0	-158	0	0	0	-159	-158	-159	0	0	-159	0	0	-158	0	-158	0	-158	-158	-158	-159	-159	0	-158	0	0	0	0	-158	-159	0	0	0	-158	-158	-158	0	0	0	0	-158	0	-159	-159	-159	-159	-158	0	0	-158	0	0	-158	-159	-158	0	-158	-159	0	0	-158	-158	0	0	0	0	-158	0	-158	0	-159	-158	0	-158	-159	-159	-159	-159	0	-158	0	-159	-159	-159	-159	-159	0	-158	0	0	0	0	-159	-159	-159	0	-158	-158	0	0	-158	-158	-158	-159	-158	-158	0	-158	-159	-159	0	-158	0	0	-158	0	0	0	-158	-158	0	0	-159	-158	-158	0	0	0	-158	-158	-158	0	0	-158	0	0	0	-159	0	
-159	-160	-156	-156	-159	-159	0	0	-159	-156	-159	-159	-156	-159	-159	-156	-159	0	-160	-160	-159	-159	-159	0	-159	-160	-156	-156	-160	-156	0	-156	-156	-159	-159	0	-156	-159	-156	-156	0	0	-156	-159	0	-156	-159	-156	-159	-156	0	0	-156	0	-156	-160	-159	-156	-159	-156	-159	0	-160	-159	-156	-159	-156	-159	-156	-159	-156	-156	-159	0	-159	0	-156	-159	0	-159	-159	-159	-159	-156	-160	-156	-156	-160	-160	-156	-159	-160	0	-159	-159	-159	-159	-159	0	-156	-160	-160	0	-160	-156	-159	-159	-156	-156	-159	-159	0	-159	-160	-160	-156	0	-156	-160	-159	-160	0	0	-159	0	-159	-160	-156	-156	-159	-156	0	0	-156	-159	-156	-156	-159	-160	-156	-156	-156	-156	-156	0	0	-159	-156	0	-156	-156	-159	-160	-160	0	-159	-160	-156	-159	-160	-156	-159	0	-156	-159	-160	0	-159	-159	0	-159	-160	-160	-156	-156	0	-159	0	-159	-159	-156	-160	-156	-160	0	-156	-160	-160	-159	-159	-156	0	0	-156	-159	-160	-156	0	0	-156	-159	-160	-159	-160	0	0	-156	-159	-160	0	-156	-156	-156	0	-156	-156	-160	0	-159	-159	-156	0	-159	-159	-159	-160	-160	-156	-160	-160	-160	-159	0	0	-159	-159	0	-156	-156	-159	-156	0	-156	0	0	0	-156	-156	-160	-160	-156	0	-156	-156	-156	0	0	-156	0	-156	-159	-156	-156	-160	-159	-159	0	-156	0	-160	-159	0	-159	-156	-156	-160	-160	-156	-159	-156	-160	-156	-156	-160	-159	0	-159	-160	-156	-159	0	-156	-156	-159	0	0	-159	0	-160	0	-156	0	-159	-156	-159	-159	-160	-160	-156	-159	0	-159	0	0	-156	-160	-156	-160	-156	0	-160	-156	-159	0	-159	-160	-159	0	0	-160	-159	0	-159	-159	-159	-160	-160	-160	-159	0	-156	-156	0	-160	-159	-156	-160	-159	-159	-156	-156	-160	-159	-160	0	-156	0	0	-159	-159	-156	0	-159	0	-156	0	-160	-159	-160	0	-156	-160	-156	0	-159	0	-159	-156	-159	-159	-159	-160	-160	-156	-159	0	-156	-156	-156	-160	-160	0	-156	0	-159	-159	-159	0	-156	0	-156	-159	-156	-160	-160	-160	-160	-159	0	-156	-159	-156	0	-159	-160	-159	-156	-159	-160	0	-156	-159	-159	-156	-156	-156	-156	-159	-156	-159	0	-160	-159	-156	-159	-160	-160	-160	-160	-156	-159	-156	-160	-160	-160	-160	-160	-156	-159	0	-156	0	0	-160	-160	-160	0	-159	-159	-156	0	-159	-159	-159	-160	-159	-159	-156	-159	-160	-160	-156	-159	-156	0	-159	-156	-156	-156	-159	-159	0	0	-160	-159	-159	-156	-156	0	-159	-159	-159	-156	-156	-159	0	-156	-156	-160	0	
-157	-160	0	0	-157	-157	0	0	-157	0	-157	-157	0	-157	-157	0	-157	0	-160	-160	-157	-157	-157	0	-157	-160	0	0	-160	0	0	0	0	-157	-157	0	0	-157	0	0	0	0	0	-157	0	0	-157	0	-157	0	0	0	0	0	0	-160	-157	0	-157	0	-157	0	-160	-157	0	-157	0	-157	0	-157	0	0	-157	0	-157	0	0	-157	0	-157	-157	-157	-157	0	-160	0	0	-160	-160	0	-157	-160	0	-157	-157	-157	-157	-157	0	0	-160	-160	0	-160	0	-157	-157	0	0	-157	-157	0	-157	-160	-160	0	0	0	-160	-157	-157	0	0	-157	0	-157	-160	0	0	-157	0	0	0	0	-157	0	0	-157	-157	0	0	0	0	0	0	0	-157	0	0	0	0	-157	-160	-160	0	-157	-160	0	-157	-160	0	-157	0	0	-157	-160	0	-157	-157	0	-157	-157	-160	0	0	0	-157	0	-157	-157	0	-157	0	-160	0	0	-160	-160	-157	-157	0	0	0	0	-157	-160	0	0	0	0	-157	-160	-157	-160	0	0	0	-157	-160	0	0	0	0	0	0	0	-160	0	-157	-157	0	0	-157	-157	-157	-160	-160	0	-160	-160	-160	-157	0	0	-157	-157	0	0	0	-157	0	0	0	0	0	0	0	0	-160	-160	0	0	0	0	0	0	0	0	0	0	-157	0	0	-160	-157	-157	0	0	0	-160	-157	0	-157	0	0	-160	-160	0	-157	0	-160	0	0	-160	-157	0	-157	-160	0	-157	0	0	0	-157	0	0	-157	0	-160	0	0	0	-157	0	-157	-157	-160	-160	0	-157	0	-157	0	0	0	-160	0	-160	0	0	-160	0	-157	0	-157	-160	-157	0	0	-160	-157	0	-157	-157	-157	-160	-160	-160	-157	0	0	0	0	-160	-157	0	-160	-157	-157	0	0	-160	-157	-160	0	0	0	0	-157	-157	0	0	-157	0	0	0	-160	-157	-160	0	0	-160	0	0	-157	0	-157	0	-157	-157	-157	-160	-160	0	-157	0	0	0	0	-157	-160	0	0	0	-157	-157	-157	0	0	0	0	-157	0	-160	-160	-160	-160	-157	0	0	-157	0	0	-157	-160	-157	0	-157	-160	0	0	-157	-157	0	0	0	0	-157	0	-157	0	-160	-157	0	-157	-160	-160	-160	-160	0	-157	0	-160	-160	-160	-160	-160	0	-157	0	0	0	0	-160	-160	-160	0	-157	-157	0	0	-157	-157	-157	-160	-157	-157	0	-157	-160	-160	0	-157	0	0	-157	0	0	0	-157	-157	0	0	-160	-157	-157	0	0	0	-157	-157	-157	0	0	-157	0	0	0	-160	0	
-158	-158	-158	-158	-158	-158	-157	-157	-158	-158	-158	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-157	-158	-158	-158	-158	-157	-157	-158	-158	-157	-158	-158	-158	-158	-158	-157	-157	-158	-157	-158	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-157	-158	-157	-158	-158	-157	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-158	-157	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-157	-158	-158	-158	-158	-157	-157	-158	-157	-158	-158	-158	-158	-158	-158	-157	-157	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-157	-157	-158	-158	-157	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-158	-158	-157	-158	-157	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-157	-157	-158	-158	-158	-158	-157	-157	-158	-158	-158	-158	-158	-157	-157	-158	-158	-158	-157	-158	-158	-158	-157	-158	-158	-158	-157	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-157	-157	-158	-158	-157	-158	-158	-158	-158	-157	-158	-157	-157	-157	-158	-158	-158	-158	-158	-157	-158	-158	-158	-157	-157	-158	-157	-158	-158	-158	-158	-158	-158	-158	-157	-158	-157	-158	-158	-157	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-157	-158	-158	-158	-157	-157	-158	-157	-158	-157	-158	-157	-158	-158	-158	-158	-158	-158	-158	-158	-157	-158	-157	-157	-158	-158	-158	-158	-158	-157	-158	-158	-158	-157	-158	-158	-158	-157	-157	-158	-158	-157	-158	-158	-158	-158	-158	-158	-158	-157	-158	-158	-157	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-157	-158	-157	-157	-158	-158	-158	-157	-158	-157	-158	-157	-158	-158	-158	-157	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-158	-157	-158	-157	-158	-158	-158	-157	-158	-157	-158	-158	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-157	-158	-157	-157	-158	-158	-158	-157	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-157	-157	-158	-158	-158	-158	-158	-157	-158	-158	-158	-158	-158	-158	-157	-158	-158	-158	-157	
-159	-159	-158	-158	-159	-159	-158	-158	-159	-158	-159	-159	-158	-159	-159	-158	-159	-158	-159	-159	-159	-159	-159	-158	-159	-159	-158	-158	-159	-158	-158	-158	-158	-159	-159	-158	-158	-159	-158	-158	-158	-158	-158	-159	-158	-158	-159	-158	-159	-158	-158	-158	-158	-158	-158	-159	-159	-158	-159	-158	-159	-158	-159	-159	-158	-159	-158	-159	-158	-159	-158	-158	-159	-158	-159	-158	-158	-159	-158	-159	-159	-159	-159	-158	-159	-158	-158	-159	-159	-158	-159	-159	-158	-159	-159	-159	-159	-159	-158	-158	-159	-159	-158	-159	-158	-159	-159	-158	-158	-159	-159	-158	-159	-159	-159	-158	-158	-158	-159	-159	-159	-158	-158	-159	-158	-159	-159	-158	-158	-159	-158	-158	-158	-158	-159	-158	-158	-159	-159	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-158	-158	-159	-159	-159	-158	-159	-159	-158	-159	-159	-158	-159	-158	-158	-159	-159	-158	-159	-159	-158	-159	-159	-159	-158	-158	-158	-159	-158	-159	-159	-158	-159	-158	-159	-158	-158	-159	-159	-159	-159	-158	-158	-158	-158	-159	-159	-158	-158	-158	-158	-159	-159	-159	-159	-158	-158	-158	-159	-159	-158	-158	-158	-158	-158	-158	-158	-159	-158	-159	-159	-158	-158	-159	-159	-159	-159	-159	-158	-159	-159	-159	-159	-158	-158	-159	-159	-158	-158	-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-159	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-159	-159	-159	-158	-158	-158	-159	-159	-158	-159	-158	-158	-159	-159	-158	-159	-158	-159	-158	-158	-159	-159	-158	-159	-159	-158	-159	-158	-158	-158	-159	-158	-158	-159	-158	-159	-158	-158	-158	-159	-158	-159	-159	-159	-159	-158	-159	-158	-159	-158	-158	-158	-159	-158	-159	-158	-158	-159	-158	-159	-158	-159	-159	-159	-158	-158	-159	-159	-158	-159	-159	-159	-159	-159	-159	-159	-158	-158	-158	-158	-159	-159	-158	-159	-159	-159	-158	-158	-159	-159	-159	-158	-158	-158	-158	-159	-159	-158	-158	-159	-158	-158	-158	-159	-159	-159	-158	-158	-159	-158	-158	-159	-158	-159	-158	-159	-159	-159	-159	-159	-158	-159	-158	-158	-158	-158	-159	-159	-158	-158	-158	-159	-159	-159	-158	-158	-158	-158	-159	-158	-159	-159	-159	-159	-159	-158	-158	-159	-158	-158	-159	-159	-159	-158	-159	-159	-158	-158	-159	-159	-158	-158	-158	-158	-159	-158	-159	-158	-159	-159	-158	-159	-159	-159	-159	-159	-158	-159	-158	-159	-159	-159	-159	-159	-158	-159	-158	-158	-158	-158	-159	-159	-159	-158	-159	-159	-158	-158	-159	-159	-159	-159	-159	-159	-158	-159	-159	-159	-158	-159	-158	-158	-159	-158	-158	-158	-159	-159	-158	-158	-159	-159	-159	-158	-158	-158	-159	-159	-159	-158	-158	-159	-158	-158	-158	-159	-158	
-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-159	-158	-158	-158	-158	-158	-159	-158	-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-158	-158	-158	-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-159	-159	-158	-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-159	-159	-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-159	-158	-158	-158	-159	-158	-159	-158	-158	-158	-158	-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-159	-158	-158	-159	-158	-158	-159	-158	-158	-158	-158	-158	-159	-158	-158	-158	-158	-158	-159	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-159	-159	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-158	-158	-158	-159	-158	-159	-158	-158	-158	-158	-159	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-159	-159	-158	-159	-159	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-158	-158	-158	-159	-158	-158	-158	-158	-158	-159	-159	-158	-158	-158	-159	-158	-158	-159	-158	-158	-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-158	-158	-158	-158	-158	-159	-159	-158	-158	-158	-158	-158	-158	-158	-159	-158	-159	-158	-158	-159	-158	-158	-158	-158	-159	-158	-158	-158	-159	-158	-158	-158	-158	-158	-159	-159	-159	-158	-158	-158	-158	-158	-159	-158	-158	-159	-158	-158	-158	-158	-159	-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-158	-159	-158	-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-159	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-159	-159	-159	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-158	-159	-159	-159	-159	-158	-158	-158	-159	-159	-159	-159	-159	-158	-158	-158	-158	-158	-158	-159	-159	-159	-158	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-158	-158	-159	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-158	-159	-158	
-160	-160	-160	-160	-160	-160	-159	-159	-160	-160	-160	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-159	-160	-160	-160	-160	-159	-159	-160	-160	-159	-160	-160	-160	-160	-160	-159	-159	-160	-159	-160	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-159	-160	-159	-160	-160	-159	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-160	-159	-160	-160	-160	-159	-160	-160	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-159	-160	-160	-160	-160	-159	-159	-160	-159	-160	-160	-160	-160	-160	-160	-159	-159	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-159	-159	-160	-160	-159	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-159	-160	-160	-159	-160	-160	-160	-160	-160	-159	-160	-159	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-160	-160	-159	-159	-160	-160	-160	-160	-159	-159	-160	-160	-160	-160	-160	-159	-159	-160	-160	-160	-159	-160	-160	-160	-159	-160	-160	-160	-159	-160	-160	-160	-159	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-159	-159	-160	-160	-159	-160	-160	-160	-160	-159	-160	-159	-159	-159	-160	-160	-160	-160	-160	-159	-160	-160	-160	-159	-159	-160	-159	-160	-160	-160	-160	-160	-160	-160	-159	-160	-159	-160	-160	-159	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-159	-160	-160	-160	-159	-159	-160	-159	-160	-159	-160	-159	-160	-160	-160	-160	-160	-160	-160	-160	-159	-160	-159	-159	-160	-160	-160	-160	-160	-159	-160	-160	-160	-159	-160	-160	-160	-159	-159	-160	-160	-159	-160	-160	-160	-160	-160	-160	-160	-159	-160	-160	-159	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-159	-160	-159	-159	-160	-160	-160	-159	-160	-159	-160	-159	-160	-160	-160	-159	-160	-160	-160	-159	-160	-159	-160	-160	-160	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-160	-159	-160	-159	-160	-160	-160	-159	-160	-159	-160	-160	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-159	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-159	-160	-159	-159	-160	-160	-160	-159	-160	-160	-160	-159	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-160	-160	-159	-159	-160	-160	-160	-160	-160	-159	-160	-160	-160	-160	-160	-160	-159	-160	-160	-160	-159	
-161	-161	-161	-161	-161	-161	-160	-160	-161	-161	-161	-161	-161	-161	-161	-161	-161	-160	-161	-161	-161	-161	-161	-160	-161	-161	-161	-161	-161	-161	-160	-161	-161	-161	-161	-160	-161	-161	-161	-161	-160	-160	-161	-161	-160	-161	-161	-161	-161	-161	-160	-160	-161	-160	-161	-161	-161	-161	-161	-161	-161	-160	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-160	-161	-160	-161	-161	-160	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-160	-161	-161	-161	-161	-161	-160	-161	-161	-161	-160	-161	-161	-161	-161	-161	-161	-161	-161	-160	-161	-161	-161	-161	-160	-161	-161	-161	-161	-160	-160	-161	-160	-161	-161	-161	-161	-161	-161	-160	-160	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-160	-160	-161	-161	-160	-161	-161	-161	-161	-161	-160	-161	-161	-161	-161	-161	-161	-161	-160	-161	-161	-161	-160	-161	-161	-160	-161	-161	-161	-161	-161	-160	-161	-160	-161	-161	-161	-161	-161	-161	-160	-161	-161	-161	-161	-161	-161	-160	-160	-161	-161	-161	-161	-160	-160	-161	-161	-161	-161	-161	-160	-160	-161	-161	-161	-160	-161	-161	-161	-160	-161	-161	-161	-160	-161	-161	-161	-160	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-160	-160	-161	-161	-160	-161	-161	-161	-161	-160	-161	-160	-160	-160	-161	-161	-161	-161	-161	-160	-161	-161	-161	-160	-160	-161	-160	-161	-161	-161	-161	-161	-161	-161	-160	-161	-160	-161	-161	-160	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-160	-161	-161	-161	-161	-160	-161	-161	-161	-160	-160	-161	-160	-161	-160	-161	-160	-161	-161	-161	-161	-161	-161	-161	-161	-160	-161	-160	-160	-161	-161	-161	-161	-161	-160	-161	-161	-161	-160	-161	-161	-161	-160	-160	-161	-161	-160	-161	-161	-161	-161	-161	-161	-161	-160	-161	-161	-160	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-160	-161	-160	-160	-161	-161	-161	-160	-161	-160	-161	-160	-161	-161	-161	-160	-161	-161	-161	-160	-161	-160	-161	-161	-161	-161	-161	-161	-161	-160	-161	-160	-161	-161	-161	-161	-161	-160	-161	-160	-161	-161	-161	-160	-161	-160	-161	-161	-161	-161	-161	-161	-161	-161	-160	-161	-161	-161	-160	-161	-161	-161	-161	-161	-161	-160	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-160	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-160	-161	-160	-160	-161	-161	-161	-160	-161	-161	-161	-160	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-161	-160	-161	-161	-161	-161	-161	-161	-160	-160	-161	-161	-161	-161	-161	-160	-161	-161	-161	-161	-161	-161	-160	-161	-161	-161	-160	
